cycle,frame_time,frame_time_error,step_name,STATEV1_end,STATEV2_end,STATEV3_end,STATEV4_end,STATEV5_end,STATEV6_end,STATEV7_end,STATEV8_end,STATEV9_end,STATEV10_end,STATEV11_end,STATEV12_end,STATEV13_end,STATEV14_end,STATEV15_end,Delta_STATEV1,Delta_STATEV2,Delta_STATEV3,Delta_STATEV4,Delta_STATEV5,Delta_STATEV6,Delta_STATEV7,Delta_STATEV8,Delta_STATEV9,Delta_STATEV10,Delta_STATEV11,Delta_STATEV12,Delta_STATEV13,Delta_STATEV14,Delta_STATEV15,S11,S22,S33,S12,S13,S23,Delta_S11,Delta_S22,Delta_S33,Delta_S12,Delta_S13,Delta_S23,RIGHT_FACE_U1_AVG,RIGHT_FACE_RF1_SUM
11,10.9902582169,-0.00974178314209,CYCLIC_100,0.0774478241801,-85.9370193481,42.9685096741,42.9685096741,2.07583654289e-15,2.82807062644e-15,-1.54774568434e-15,-0.00179511809256,0.00089755904628,0.00089755904628,-1.96121743745e-19,-1.25051350096e-19,-4.61570903571e-20,0.772980690002,0,0.00718104094267,0.00543975830078,-0.00271987915039,-0.00271987915039,1.84802462546e-16,1.25656674657e-15,2.32284167849e-16,2.86963768303e-07,-1.43481884152e-07,-1.43481884152e-07,5.40055323538e-20,2.92075775906e-20,3.29633231053e-21,0.071545779705,0,336.057617188,-1.08801856413e-14,-3.5527136788e-15,-2.98544275442e-14,-7.20770209935e-15,4.0215387124e-15,-0.0602416992188,-7.32747196253e-15,0,-3.34257725465e-14,-7.89940693883e-15,-2.76449809722e-15,-0.00194843753707,1344.23046875
12,11.9902582169,-0.00974178314209,CYCLIC_100,0.084627725184,-85.9315795898,42.9657897949,42.9657897949,-7.60458548477e-16,3.60433766349e-15,-2.37016420322e-15,-0.00179483124521,0.000897415622603,0.000897415622603,-3.10030239182e-19,-9.53661033681e-20,-5.771859287e-20,0.844489336014,0,0.00717990100384,0.00543975830078,-0.00271987915039,-0.00271987915039,-2.83629509137e-15,7.76267037045e-16,-8.22418518877e-16,2.86847352982e-07,-1.43423676491e-07,-1.43423676491e-07,-1.13908495437e-19,2.96852467275e-20,-1.15615025129e-20,0.0715086460114,0,335.997375488,-5.99520433298e-15,-6.2172489379e-15,-2.87639439871e-15,6.31916595382e-15,6.65027398336e-15,-0.0602416992188,4.88498130835e-15,-2.6645352591e-15,2.69780331455e-14,1.35268680532e-14,2.62873527096e-15,-0.00194843753707,1343.98950195
13,12.9902582169,-0.00974178314209,CYCLIC_100,0.0918064787984,-85.9261322021,42.9630661011,42.9630661011,-1.46780832637e-15,2.760419756e-15,-1.84690193126e-15,-0.00179454463068,0.000897272315342,0.000897272315342,-2.34184044148e-19,-4.66846130798e-20,-5.15934978457e-20,0.915960907936,0,0.00717875361443,0.00544738769531,-0.00272369384766,-0.00272369384766,-7.07349777898e-16,-8.4391790749e-16,5.23262271958e-16,2.86614522338e-07,-1.43307261169e-07,-1.43307261169e-07,7.58461950341e-20,4.86814902883e-20,6.12509502429e-21,0.0714715719223,0,335.937194824,-6.88338275268e-15,-1.7763568394e-15,7.50807610255e-15,-1.15138448482e-15,5.97725169465e-15,-0.0601806640625,-8.881784197e-16,4.4408920985e-15,1.03844705013e-14,-7.47055043864e-15,-6.73022288712e-16,-0.00194843753707,1343.7487793
14,13.9902582169,-0.00974178314209,CYCLIC_100,0.0989840850234,-85.9206924438,42.9603462219,42.9603462219,-1.47321841184e-15,1.77713111354e-15,-1.94568269933e-15,-0.00179425824899,0.000897129124496,0.000897129124496,-2.57941053528e-19,-6.38659523006e-20,-6.4407696229e-20,0.987395405769,0,0.00717760622501,0.00543975830078,-0.00271987915039,-0.00271987915039,-5.4100854609e-18,-9.83288642457e-16,-9.8780768069e-17,2.86381691694e-07,-1.43190845847e-07,-1.43190845847e-07,-2.37570093799e-20,-1.71813392208e-20,-1.28141983833e-20,0.0714344978333,0,335.877044678,-3.10862446895e-15,-8.881784197e-16,-3.17944325254e-15,-1.18321547476e-14,5.07121973948e-15,-0.0601501464844,3.77475828373e-15,8.881784197e-16,-1.06875193551e-14,-1.06807702627e-14,-9.06031955169e-16,-0.00194843753707,1343.50817871
15,14.9902582169,-0.00974178314209,CYCLIC_100,0.106160543859,-85.9152450562,42.9576225281,42.9576225281,1.74724327145e-15,1.50182357473e-15,-2.00563868573e-15,-0.00179397198372,0.000896985991858,0.000896985991858,-3.00274781656e-19,-1.10229480968e-19,-9.0700665167e-20,1.05879294872,0,0.0071764588356,0.00544738769531,-0.00272369384766,-0.00272369384766,3.22046168328e-15,-2.75307538808e-16,-5.99559864005e-17,2.86265276372e-07,-1.43132638186e-07,-1.43132638186e-07,-4.23337281285e-20,-4.63635286675e-20,-2.6292968938e-20,0.0713975429535,0,335.816925049,-7.9936057773e-15,-1.50990331349e-14,-9.58876944468e-16,-1.54941771282e-14,2.97312841341e-15,-0.0601196289062,-4.88498130835e-15,-1.42108547152e-14,2.22056630808e-15,-3.66202238067e-15,-2.09809132607e-15,-0.00194843753707,1343.2677002
16,15.9902582169,-0.00974178314209,CYCLIC_100,0.113335862756,-85.9098052979,42.9549026489,42.9549026489,-1.20887148598e-15,2.89511651436e-15,-1.84356951836e-15,-0.00179368595127,0.000896842975635,0.000896842975635,-3.83595632204e-19,-1.46760809275e-19,-8.49247564815e-20,1.13015341759,0,0.00717531889677,0.00543975830078,-0.00271987915039,-0.00271987915039,-2.95611475743e-15,1.39329293963e-15,1.62069167372e-16,2.86032445729e-07,-1.43016222864e-07,-1.43016222864e-07,-8.33208505474e-20,-3.65313283074e-20,5.77590868547e-21,0.0713604688644,0,335.756866455,-1.15463194561e-14,-1.7763568394e-15,-6.98885021307e-15,1.98818537995e-16,4.57142213884e-15,-0.06005859375,-3.5527136788e-15,1.33226762955e-14,-6.0299732686e-15,1.56929956662e-14,1.59829372543e-15,-0.00194843753707,1343.02746582
17,16.9902572632,-0.00974273681641,CYCLIC_100,0.120510034263,-85.9043579102,42.9521789551,42.9521789551,-8.40339666435e-16,2.00876401893e-15,-2.25735031523e-15,-0.00179340003524,0.00089670001762,0.00089670001762,-3.38923101027e-19,-1.40298557675e-19,-8.6849280731e-20,1.20147693157,0,0.00717417150736,0.00544738769531,-0.00272369384766,-0.00272369384766,3.68531819547e-16,-8.86352495426e-16,-4.13780796873e-16,2.85916030407e-07,-1.42958015203e-07,-1.42958015203e-07,4.46725311768e-20,6.46225160034e-21,-1.92452424947e-21,0.0713235139847,0,335.696838379,-1.99840144433e-15,-2.6645352591e-15,-7.46210769067e-15,-1.13466616755e-14,2.92395090472e-15,-0.0600280761719,9.54791801178e-15,-8.881784197e-16,-4.73257477603e-16,-1.15454802135e-14,-1.64747123412e-15,-0.00194843753707,1342.78735352
18,17.9902572632,-0.00974273681641,CYCLIC_100,0.127683058381,-85.8989181519,42.9494590759,42.9494590759,2.91101358818e-15,1.65167198483e-15,-1.64879219524e-15,-0.00179311435204,0.00089655717602,0.00089655717602,-2.05773558324e-19,-1.8564924286e-19,-8.70849258275e-20,1.27276349068,0,0.00717302411795,0.00543975830078,-0.00271987915039,-0.00271987915039,3.75135325462e-15,-3.57092034098e-16,6.08558119997e-16,2.85683199763e-07,-1.42841599882e-07,-1.42841599882e-07,1.33149542703e-19,-4.53506851854e-20,-2.35645096485e-22,0.0712865591049,0,335.63684082,-1.28785870857e-14,-9.7699626167e-15,5.81346592319e-15,-1.42551277509e-16,7.58852603456e-15,-0.0599975585938,-1.08801856413e-14,-7.1054273576e-15,1.32755736139e-14,1.1204110398e-14,4.66457512984e-15,-0.00194843753707,1342.54736328
19,18.9902572632,-0.00974273681641,CYCLIC_100,0.13485494256,-85.8934707642,42.9467353821,42.9467353821,-2.09475992564e-15,2.21610010849e-16,-2.42224452856e-15,-0.00179282890167,0.000896414450835,0.000896414450835,-3.31795933539e-19,-2.99851439388e-19,-1.05303298111e-19,1.34401321411,0,0.00717188417912,0.00544738769531,-0.00272369384766,-0.00272369384766,-5.00577351382e-15,-1.43006197399e-15,-7.73452333327e-16,2.8545036912e-07,-1.4272518456e-07,-1.4272518456e-07,-1.26022375215e-19,-1.14202196528e-19,-1.82183722832e-20,0.0712497234344,0,335.576873779,2.22044604925e-16,-5.3290705182e-15,-8.97686829078e-15,-6.97782904388e-15,3.21972742483e-15,-0.0599670410156,1.31006316906e-14,4.4408920985e-15,-1.4790334214e-14,-6.83527776637e-15,-4.36879860973e-15,-0.00194843753707,1342.30749512
20,19.9902572632,-0.00974273681641,CYCLIC_100,0.142025694251,-85.8880233765,42.9440116882,42.9440116882,1.10302119978e-15,2.8931807587e-15,-2.30637507344e-15,-0.0017925434513,0.000896271725651,0.000896271725651,-2.57704357138e-19,-2.66356443395e-19,-1.20477652606e-19,1.41522598267,0,0.00717075169086,0.00544738769531,-0.00272369384766,-0.00272369384766,3.19778112542e-15,2.67157074785e-15,1.15869455121e-16,2.8545036912e-07,-1.4272518456e-07,-1.4272518456e-07,7.40915764005e-20,3.34949959937e-20,-1.51743544953e-20,0.0712127685547,0,335.516937256,-2.22044604925e-15,-7.9936057773e-15,2.1732125811e-14,-3.58022912058e-15,7.43263409401e-15,-0.0599365234375,-2.44249065418e-15,-2.6645352591e-15,3.07089941018e-14,3.3975999233e-15,4.21290666918e-15,-0.00194843753707,1342.06774902
21,20.9902572632,-0.00974273681641,CYCLIC_100,0.149195298553,-85.8825759888,42.9412879944,42.9412879944,1.75382293735e-15,3.04801466245e-15,-1.93708916296e-15,-0.00179225835018,0.000896129175089,0.000896129175089,-2.3742857301e-19,-1.5987819601e-19,-1.08897700795e-19,1.48640191555,0,0.00716960430145,0.00544738769531,-0.00272369384766,-0.00272369384766,6.50801737571e-16,1.54833903754e-16,3.69285910481e-16,2.85101123154e-07,-1.42550561577e-07,-1.42550561577e-07,2.0275784128e-20,1.06478247384e-19,1.15799518111e-20,0.0711759328842,0,335.457061768,-2.22044604925e-16,-4.4408920985e-15,1.4655542195e-14,-8.14103802923e-15,7.3664505394e-15,-0.0598754882812,1.99840144433e-15,3.5527136788e-15,-7.07658361596e-15,-4.56080890865e-15,-6.61835546084e-17,-0.00194843753707,1341.82824707
22,21.9902572632,-0.00974273681641,CYCLIC_100,0.156363755465,-85.8771286011,42.9385643005,42.9385643005,1.5360894522e-15,2.34779666539e-15,-1.7763396448e-15,-0.00179197336547,0.000895986682735,0.000895986682735,-2.3088633773e-19,-1.09960907278e-19,-1.15706011967e-19,1.55754113197,0,0.00716845691204,0.00544738769531,-0.00272369384766,-0.00272369384766,-2.17733485156e-16,-7.00217997056e-16,1.60749518165e-16,2.84984707832e-07,-1.42492353916e-07,-1.42492353916e-07,6.54223528037e-21,4.99172887329e-20,-6.80831117222e-21,0.071139216423,0,335.397216797,-1.99840144433e-15,7.9936057773e-15,4.29438912112e-15,-7.59296365341e-15,6.22568905874e-15,-0.0598449707031,-1.7763568394e-15,1.24344978758e-14,-1.03611530739e-14,5.48074375822e-16,-1.14076148067e-15,-0.00194843753707,1341.58886719
23,22.9902572632,-0.00974273681641,CYCLIC_100,0.163531079888,-85.8716812134,42.9358406067,42.9358406067,-2.76766448504e-15,2.27619514395e-15,-2.27904181654e-15,-0.00179168849718,0.000895844248589,0.000895844248589,-2.20575259976e-19,-1.01575870203e-19,-1.152694468e-19,1.62864339352,0,0.00716732442379,0.00544738769531,-0.00272369384766,-0.00272369384766,-4.30375393724e-15,-7.16015214462e-17,-5.02702171746e-16,2.84868292511e-07,-1.42434146255e-07,-1.42434146255e-07,1.03110777541e-20,8.38503707416e-21,4.36565167011e-22,0.0711022615433,0,335.337402344,-7.9936057773e-15,-7.9936057773e-15,2.38927402851e-14,-1.23083167078e-14,6.9077249311e-15,-0.059814453125,-5.99520433298e-15,-1.59872115546e-14,1.9598351164e-14,-4.71535305435e-15,6.82035872361e-16,-0.00194843753707,1341.34960938
24,23.9902572632,-0.00974273681641,CYCLIC_100,0.170697271824,-85.8662338257,42.9331169128,42.9331169128,-8.47081254602e-16,1.40409068982e-15,-2.29858219166e-15,-0.00179140386172,0.000895701930858,0.000895701930858,-3.07981203371e-19,-1.41885654334e-19,-1.29954042417e-19,1.6997089386,0,0.00716619193554,0.00544738769531,-0.00272369384766,-0.00272369384766,1.92058323044e-15,-8.72104454131e-16,-1.95403751138e-17,2.84635461867e-07,-1.42317730933e-07,-1.42317730933e-07,-8.74059433949e-20,-4.03097841304e-20,-1.4684595617e-20,0.0710655450821,0,335.277648926,-2.6645352591e-15,-2.6645352591e-15,5.55817688975e-15,-6.5492935824e-15,4.02051086439e-15,-0.0597534179688,5.3290705182e-15,5.3290705182e-15,-1.83345633954e-14,5.75902312536e-15,-2.88721406671e-15,-0.00194843753707,1341.1105957
25,24.9902572632,-0.00974273681641,CYCLIC_100,0.17786231637,-85.860786438,42.930393219,42.930393219,-2.15857382617e-15,3.49460763883e-15,-1.92032419718e-15,-0.00179111945909,0.000895559729543,0.000895559729543,-2.85752356959e-19,-1.31140203764e-19,-1.21099952536e-19,1.77073776722,0,0.00716504454613,0.00544738769531,-0.00272369384766,-0.00272369384766,-1.31149257157e-15,2.09051694901e-15,3.78257994478e-16,2.84402631223e-07,-1.42201315612e-07,-1.42201315612e-07,2.22288464116e-20,1.07454505694e-20,8.8540898809e-21,0.0710288286209,0,335.217895508,-2.44249065418e-15,-4.4408920985e-15,1.32685346708e-14,-2.25049771943e-16,7.87523062005e-15,-0.0597534179688,2.22044604925e-16,-1.7763568394e-15,7.71035778107e-15,6.32424381046e-15,3.85471975566e-15,-0.00194843753707,1340.87158203
26,25.9902572632,-0.00974273681641,CYCLIC_100,0.185026228428,-85.8553390503,42.9276695251,42.9276695251,-1.13643879691e-15,2.03625391075e-15,-2.05227609812e-15,-0.00179083517287,0.000895417586435,0.000895417586435,-3.0596159263e-19,-1.47311633712e-19,-1.11727070464e-19,1.84172987938,0,0.00716391205788,0.00544738769531,-0.00272369384766,-0.00272369384766,1.02213502926e-15,-1.45835372807e-15,-1.31951900945e-16,2.84286215901e-07,-1.42143107951e-07,-1.42143107951e-07,-2.02092356706e-20,-1.61714299479e-20,9.37288207165e-21,0.0709921121597,0,335.158203125,-8.65973959208e-15,-8.881784197e-15,-1.13627877055e-14,-4.37719336798e-15,3.08581882815e-15,-0.0596923828125,-6.2172489379e-15,-4.4408920985e-15,-2.46313223763e-14,-4.15214359604e-15,-4.7894117919e-15,-0.00194843753707,1340.6328125
27,26.9902572632,-0.00974273681641,CYCLIC_100,0.192188993096,-85.8498916626,42.9249458313,42.9249458313,-2.47817660223e-16,2.86536653267e-15,-2.16065982347e-15,-0.00179055111948,0.000895275559742,0.000895275559742,-3.74436046408e-19,-1.15381976079e-19,-1.14173092003e-19,1.91268527508,0,0.00716276466846,0.00544738769531,-0.00272369384766,-0.00272369384766,8.8862113669e-16,8.29112621914e-16,-1.08383725349e-16,2.84053385258e-07,-1.42026692629e-07,-1.42026692629e-07,-6.8474453778e-20,3.19296576334e-20,-2.44602153893e-21,0.0709553956985,0,335.09854126,-2.88657986403e-15,-1.7763568394e-15,-1.18250472213e-14,-1.04372739132e-14,6.67413294438e-16,-0.0596618652344,5.77315972805e-15,7.1054273576e-15,-4.62259515789e-16,-6.06008054517e-15,-2.41840553371e-15,-0.00194843753707,1340.39416504
28,27.9902572632,-0.00974273681641,CYCLIC_100,0.199350625277,-85.8444366455,42.9222183228,42.9222183228,1.41582639086e-15,2.91681164782e-15,-2.04381349783e-15,-0.00179026718251,0.000895133591257,0.000895133591257,-4.64714927818e-19,-1.37958891853e-19,-1.32535901411e-19,1.98360407352,0,0.00716163218021,0.00545501708984,-0.00272750854492,-0.00272750854492,1.66364405108e-15,5.14451151518e-17,1.16846325646e-16,2.83936969936e-07,-1.41968484968e-07,-1.41968484968e-07,-9.02788814105e-20,-2.25769157738e-20,-1.83628094081e-20,0.0709187984467,0,335.038909912,-3.5527136788e-15,-1.06581410364e-14,1.58811634531e-14,-1.40806220761e-14,5.62627643288e-15,-0.0596313476562,-6.66133814775e-16,-8.881784197e-15,2.77062106744e-14,-3.64334816292e-15,4.95886313844e-15,-0.00194843753707,1340.15563965
29,28.9902572632,-0.00974273681641,CYCLIC_100,0.20651113987,-85.8389892578,42.9194946289,42.9194946289,9.73590449392e-16,6.26839982822e-16,-1.80344056569e-15,-0.00178998347837,0.000894991739187,0.000894991739187,-5.10369037231e-19,-2.0754679859e-19,-1.29778018847e-19,2.05448627472,0,0.00716051459312,0.00544738769531,-0.00272369384766,-0.00272369384766,-4.42235941466e-16,-2.289971665e-15,2.4037293214e-16,2.83704139292e-07,-1.41852069646e-07,-1.41852069646e-07,-4.56541094128e-20,-6.95879067372e-20,2.7578825643e-21,0.0708822011948,0,334.9793396,2.22044604925e-15,8.881784197e-16,-2.56602649201e-15,-1.69798585008e-14,2.31592757353e-15,-0.0595703125,5.77315972805e-15,1.15463194561e-14,-1.84471899451e-14,-2.89923642471e-15,-3.31034885935e-15,-0.00194843753707,1339.9173584
30,29.9902572632,-0.00974273681641,CYCLIC_100,0.213670507073,-85.8335342407,42.9167671204,42.9167671204,3.6524401087e-15,8.1411982111e-16,-1.36558892879e-15,-0.00178969989065,0.000894849945325,0.000894849945325,-5.30776427895e-19,-2.05581547509e-19,-1.03676952782e-19,2.12533187866,0,0.00715936720371,0.00545501708984,-0.00272750854492,-0.00272750854492,2.67884965931e-15,1.87279838288e-16,4.37851636893e-16,2.8358772397e-07,-1.41793861985e-07,-1.41793861985e-07,-2.04073906638e-20,1.96525108066e-21,2.61010660651e-20,0.0708456039429,0,334.919799805,-6.66133814775e-15,-4.4408920985e-15,-1.18504479328e-15,1.09815439331e-16,5.08640039631e-15,-0.0595397949219,-8.881784197e-15,-5.3290705182e-15,1.38098169872e-15,1.70896739401e-14,2.77047282278e-15,-0.00194843753707,1339.67919922
31,30.9902572632,-0.00974273681641,CYCLIC_100,0.220828726888,-85.828086853,42.9140434265,42.9140434265,1.70060011511e-15,2.9804006611e-15,-1.77257591924e-15,-0.00178941653576,0.000894708267879,0.000894708267879,-4.06719425838e-19,-2.29834483069e-19,-1.00776463755e-19,2.19614076614,0,0.0071582198143,0.00544738769531,-0.00272369384766,-0.00272369384766,-1.95183999358e-15,2.16628083999e-15,-4.06986990448e-16,2.83354893327e-07,-1.41677446663e-07,-1.41677446663e-07,1.24057002057e-19,-2.42529355601e-20,2.90048902697e-21,0.0708088874817,0,334.860290527,-1.02140518266e-14,-8.881784197e-15,5.5334802148e-15,-1.67574919613e-14,2.92460979047e-15,-0.0595092773438,-3.5527136788e-15,-4.4408920985e-15,6.71852500808e-15,-1.68673074006e-14,-2.16179060584e-15,-0.00194843753707,1339.44116211
